id,mssv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56
18767,236B3FF8XPvAibaEXe94sKKoWENjB58QoAc2XFJc,2001,0, 'Bà R?a - V?ng Tàu', ATCL2019.2, MMT&TT, CLC,14, D480299,1, 'Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18768,1FCA4129XPvAibaEXe94sKKoWENjB48rF+m5+//Y,2001,1, 'Thành ph? H? Chí Minh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18769,55CBA940XPvAibaEXe9Hf/fJ8gF3WiYVACUisffu,2001,0, 'Lâm ??ng', TM?T2019, HTTT, CQUI,14, D52480104,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18770,EF9FB66BXPvAibaEXe9Hf/fJ8gF3Wr/Y2SyxD2Ro,2001,1, 'Thành ph? H? Chí Minh', MMCL2019.2, MMT&TT, CLC,14,7480102,2, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18771,5D0BB90EXPvAibaEXe9Hf/fJ8gF3WnvGtEXGWyWG,2000,1, 'Th?a Thiên Hu?', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh Th?a Thiên Hu?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18772,85A831D1XPvAibaEXe9Hf/fJ8gF3WjBI6YI4IAgm,2001,1, 'Qu?ng Nam', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18773,16711091XPvAibaEXe9Hf/fJ8gF3WonhdqtnpIjx,2001,0, 'Ngh? An', KHDL2019, KTTT, CQUI,14,7480109,1, qu?n Th? ??c, 'làm nông nghi?p',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18774,B0338FFFXPvAibaEXe9Hf/fJ8gF3WpsnHHa5hiU/,2001,0, 'Qu?ng Nam', KHTN2019, KHMT, CNTN,14, D480101,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18775,9200EC24XPvAibaEXe9Hf/fJ8gF3WmBuDSc/Wxbo,2001,0, 'An Giang', HTTT2019, HTTT, CQUI,14, D480104,1, 'T?nh An Giang', T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18776,AE6F90F2XPvAibaEXe9Hf/fJ8gF3WoHWTRJwGHdY,2001,1, 'Thành ph? H? Chí Minh', KHMT2019, KHMT, CQUI,14, D480101,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18777,D356129EXPvAibaEXe9Hf/fJ8gF3WidXisaksKVX,2001,0, '??ng Nai', CNTT2019, KTTT, CQUI,14, D480201,1, 'Xã B?o Quang', ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18780,3C505858XPvAibaEXe8bHoSDwbr9UpHE0dqQVri8,2001,0, 'Thành ph? H? Chí Minh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'Thành ph? H? Chí Minh', Tp.H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18781,DF932FD2XPvAibaEXe8bHoSDwbr9UuMnJlkSC+Zy,2001,1, 'Thành ph? H? Chí Minh', KHMT2019, KHMT, CQUI,14, D480101,5, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18782,79765D54XPvAibaEXe8bHoSDwbr9UjcNQwX9/a8s,2001,1, 'Qu?ng Bình', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Qu?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18783,DB1873DFXPvAibaEXe8bHoSDwbr9UoDKldsBOWvv,2001,1, 'B?n Tre', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18784,EC8A21ECXPvAibaEXe8bHoSDwbr9UmqihlFYfs8t,2001,1, 'An Giang', PMCL2019.3, CNPM, CLC,14, D480103,1, 'Huy?n Tân Hi?p', Huy?n Tân Hi?p, T?nh Kiên Giang\r\n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18785,D3A4BAFEXPvAibaEXe8bHoSDwbr9Unpw3ohvTLh6,2001,1, 'Qu?ng Nam', KHDL2019, KTTT, CQUI,14,7480109,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786,84DF0B9CXPvAibaEXe8bHoSDwbr9Ut5j+T3UwLtg,2001,1, '??k L?k', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18787,646FE6DDXPvAibaEXe8bHoSDwbr9UniXiTYLouxw,2001,1, '??k L?k', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18788,DC33F511XPvAibaEXe8bHoSDwbr9UoekkFTrKv1C,2001,1, '??ng Nai', ATTT2019, MMT&TT, CQUI,14, D480299,1, 'Thành ph? Biên Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18790,6E20511AXPvAibaEXe/7NEQj7YafNHn4qqpLucPa,2001,1, 'Bình Thu?n', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh Bình Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18791,AE3E0681XPvAibaEXe/7NEQj7YafNHeu6EEjAD0P,2001,1, 'Nam ??nh', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh Bà R?a - V?ng Tàu',T?nh BR-VT',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18793,D2F8850AXPvAibaEXe/7NEQj7YafNPD/g2IdSIWD,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18794,B1E8C32BXPvAibaEXe/7NEQj7YafNJdcNOQuXX+V,2001,1, 'Thành ph? H? Chí Minh', ATCL2019.2, MMT&TT, CLC,14, D480299,5, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18795,65919BBCXPvAibaEXe/7NEQj7YafNLMbAAcTwPBi,2001,1, 'Thành ph? H? Chí Minh', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18796,8EC538B6XPvAibaEXe/7NEQj7YafNBP4C/PREB1F,2001,1, 'Thành ph? H? Chí Minh', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'Thành ph? H? Chí Minh', Qu?n Bình Th?nh, Thành ph? H? Chí Minh\r\n\r\n', 'N?i tr? t?i nhà ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18798,D851F501XPvAibaEXe/7NEQj7YafNAZb+v9daEH+,2001,1, '??k L?k', KTMT2019, KTMT, CQUI,14, D520214,1, 'Thành ph? Buôn Ma Thu?t', t?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18799,47E0992AXPvAibaEXe/Jc8h2JxO5QWCzB8X5nHXn,2001,1, 'Khánh Hòa', KTPM2019, CNPM, CQUI,14, D480103,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18800,47A4B7F3XPvAibaEXe/Jc8h2JxO5QcmHxpNlNKv1,2001,1, 'Bà R?a - V?ng Tàu', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18801,8784973BXPvAibaEXe/Jc8h2JxO5QWDOcxh8OWeR,2001,1, 'Lâm ??ng', KTPM2019, CNPM, CQUI,14, D480103,1, 'Huy?n Di Linh', xã Liên ??m, huy?n Di Linh, t?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18802,501CDF4DXPvAibaEXe/Jc8h2JxO5QZ/KdQlZKg6s,2001,1, 'Bình D??ng', KHCL2019.3, KHMT, CLC,14, D480101,1, 'Huy?n B?u Bàng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18803,21E8E7DFXPvAibaEXe/Jc8h2JxO5QZmf6Y0zWw7B,2001,1, 'Qu?ng Bình', TM?T2019, HTTT, CQUI,14, D52480104,1, 'Huy?n Qu?ng Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18804,1F5F997FXPvAibaEXe/Jc8h2JxO5QUPJMG68evM+,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18805,9838A646XPvAibaEXe/Jc8h2JxO5QbKDfW+35ySv,2001,1, '??k L?k', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18807,8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc,2001,1, 'Thành ph? H? Chí Minh', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18808,D78CD6FBXPvAibaEXe/Jc8h2JxO5QQiBNfEf4UUw,2001,1, 'Thành ph? H? Chí Minh', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'Qu?n 9',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18809,0ED69001XPvAibaEXe95BgJyC1XgNa/ibIGIe1RU,2000,1, 'Qu?ng Nam', KTPM2019, CNPM, CQUI,14, D480103,1, 'Huy?n Th?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18810,E1F67574XPvAibaEXe95BgJyC1XgNbInpl98CVCv,2001,1, 'Khánh Hòa', KTMT2019, KTMT, CQUI,14, D520214,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18811,83F67FBFXPvAibaEXe95BgJyC1XgNcM67ghVT2ss,2001,1, 'Khánh Hòa', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18812,F282E487XPvAibaEXe95BgJyC1XgNYraK+zbGNJZ,2001,1, 'Qu?ng Ngãi', TM?T2019, HTTT, CQUI,14, D52480104,1, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18813,59E43661XPvAibaEXe95BgJyC1XgNVekGSViZdY+,2001,1, 'Ngh? An', MMTT2019, MMT&TT, CQUI,14,7480102,1, 'Ph??ng Khánh Xuân',t?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18814,FB358712XPvAibaEXe95BgJyC1XgNfFkJl1jmWcR,2001,1, '??ng Tháp', MMCL2019.2, MMT&TT, CLC,14,7480102,1, 'T?nh ??ng Tháp', ?p 6B, xã Tr??ng Xuân, huy?n Tháp M??i, t?nh ??ng Tháp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18815,51164227XPvAibaEXe95BgJyC1XgNTdcv0Dg5gvu,2001,1, '??k L?k', KTPM2019, CNPM, CQUI,14, D480103,5, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18817,9CB4BE25XPvAibaEXe95BgJyC1XgNXXkNOrClFn/,2001,0, 'Phú Yên', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Phú Yên', t?nh Phú Yên.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18818,2711D4E1XPvAibaEXe95BgJyC1XgNWyNcIVivwe6,2001,1, 'Gia Lai', CNTT2019, KTTT, CQUI,14, D480201,1, 'Huy?n Ch? P?h',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18819,10993663XPvAibaEXe/el9TRAKM7gZ631cv+oW2P,2001,1, 'Bình ??nh', MMTT2019, MMT&TT, CQUI,14,7480102,1, huy?n Tuy Ph??c, T?nh Bình ??nh', 'Ngh? Bi?n, Huy?n Tuy Ph??c, T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18820,D1A5833EXPvAibaEXe/el9TRAKM7gawBQvIYYgYN,2001,1, 'Bình ??nh', KTMT2019, KTMT, CQUI,14, D520214,1, 'T?nh Bình ??nh', huy?n Phù Cát, t?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18821,8329AD7CXPvAibaEXe/el9TRAKM7gahpCvswT0Nd,2001,0, 'Bà R?a - V?ng Tàu', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'Thành ph? H? Chí Minh', Qu?n Bình Tân, Tp.H? Chí Minh.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18822,FD728D2DXPvAibaEXe/el9TRAKM7gRUIheWoy0Ea,2001,1, 'B?n Tre', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'T?nh B?n Tre', T?nh B?n Tre.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18823,825F4DBBXPvAibaEXe/el9TRAKM7gZngnRe3iExp,2001,1, 'Qu?ng Tr?', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,5, 'Huy?n H??ng Hóa', t?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18824,28745714XPvAibaEXe/el9TRAKM7gfOI2Nkj3YTT,2001,0, 'Thái Bình', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Thái Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18825,E6FB9C99XPvAibaEXe/el9TRAKM7gdq296hfTAa1,2001,0, 'Bình ??nh', CNTT2019, KTTT, CQUI,14, D480201,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18826,2CD43968XPvAibaEXe/el9TRAKM7gTgeI3yz0NsV,2001,1, 'Bình Ph??c', MTCL2019.3, KTMT, CLC,14, D520214,2, 'T?nh Bình Ph??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18827,9642653AXPvAibaEXe/el9TRAKM7gU3Nhwhrf/Wn,2001,1, 'Ngh? An', ATTT2019, MMT&TT, CQUI,14, D480299,1, 'T?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18828,0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,2001,1, 'Bà R?a - V?ng Tàu', MMTT2019, MMT&TT, CQUI,14,7480102,1, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18829,D8E0C681XPvAibaEXe8IsBka/KfNv0gyM2oU5k1o,2000,1, 'Hà T?nh', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Hà T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18830,0EECF6C7XPvAibaEXe8IsBka/KfNv325nO+dEjhm,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,2, 'Qu?n Bình Th?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18831,421B21C7XPvAibaEXe8IsBka/KfNv8ovNIJc2p9q,2001,1, 'B?n Tre', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'Huy?n Gi?ng Trôm',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18832,A93DCE56XPvAibaEXe8IsBka/KfNv8LtDiKyfCrd,2001,1, 'Thành ph? H? Chí Minh', HTCL2019.2, HTTT, CLC,14, D480104,1, 'Huy?n D??ng Minh Châu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18833,6659AE01XPvAibaEXe8IsBka/KfNv2yloSfP/yOE,2001,1, 'Bà R?a - V?ng Tàu', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18835,11713007XPvAibaEXe8IsBka/KfNv6hhHm5RPcZv,2001,1, 'Thành ph? H? Chí Minh', MMCL2019.2, MMT&TT, CLC,14,7480102,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18836,38EF64D0XPvAibaEXe8IsBka/KfNv0HzQ6FJKVog,2001,1, 'Thành ph? H? Chí Minh', KHMT2019, KHMT, CQUI,14, D480101,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18837,A5802AD2XPvAibaEXe8IsBka/KfNv973YupsPbqM,2000,1, 'Bình Thu?n', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'Huy?n Hàm Tân',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18838,AEB3BDBFXPvAibaEXe8IsBka/KfNv/kRxP1P/M88,2001,1, '??k L?k', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18839,DD2A29F3XPvAibaEXe+SXBrvSceI6dc9d4ghYN7P,2001,1, 'Lâm ??ng', HTCL2019.2, HTTT, CLC,14, D480104,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18840,43EF8537XPvAibaEXe+SXBrvSceI6VYvYO1RvOUV,2001,1, '??ng Nai', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18841,E266BE7AXPvAibaEXe+SXBrvSceI6Zz6TAelbehV,2001,1, 'Lâm ??ng', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18842,E535EE17XPvAibaEXe+SXBrvSceI6cVULjPMK+DS,2001,1, 'Qu?ng Nam', CNTT2019, KTTT, CQUI,14, D480201,1, 'Huy?n Th?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18843,00E6586DXPvAibaEXe+SXBrvSceI6ZBiVR5JBtyI,2001,1, 'Thành ph? H? Chí Minh', KTMT2019, KTMT, CQUI,14, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18844,B9F258AFXPvAibaEXe+SXBrvSceI6cBpgWIx/rUw,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,2, 'Qu?n 9',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18845,D5BED852XPvAibaEXe+SXBrvSceI6YY4YPNJb4F4,2001,1, 'Bình Ph??c', KTMT2019, KTMT, CQUI,14, D520214,1, 'T?nh Bình Ph??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18846,C898CAA9XPvAibaEXe+SXBrvSceI6XhvuXmcixA8,2001,1, 'Gia Lai', ATTN2019, MMT&TT, KSTN,14, D480299,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18847,938E8520XPvAibaEXe+SXBrvSceI6dFLo2nFMN/y,2001,1, 'Thành ph? H? Chí Minh', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'T?nh Bình D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18848,5F69463DXPvAibaEXe+SXBrvSceI6Si7U/SEq7FM,2001,1, 'Bà R?a - V?ng Tàu', PMCL2019.3, CNPM, CLC,14, D480103,5, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18849,3B7F2681XPvAibaEXe+aquNtcMIbv0MogmjrPfra,2001,1, 'Thành ph? H? Chí Minh', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18850,CBCB062FXPvAibaEXe+aquNtcMIbv8DdlibusxRn,2001,1, 'Hà T?nh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Hà T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18851,55A569EFXPvAibaEXe+aquNtcMIbv6am/odZ2HT2,2001,1, 'Bình ??nh', KTMT2019, KTMT, CQUI,14, D520214,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18852,30B43EAFXPvAibaEXe+aquNtcMIbvwMLH3gD3H8y,2001,1, 'Thành ph? H? Chí Minh', KHCL2019.3, KHMT, CLC,14, D480101,1, 'Qu?n Th? ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18853,CB3EAFD4XPvAibaEXe+aquNtcMIbv2pFitzFU5uT,2001,1, 'An Giang', PMCL2019.3, CNPM, CLC,14, D480103,1, 'Huy?n An Phú', 'Th? may, làm t?i n?i th??ng trú (?p V?nh Phú, Xã V?nh H?i ?ông, huy?n An Phú, t?nh An Giang)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18854,EA6834FDXPvAibaEXe+aquNtcMIbv7jIy7HT5axR,2000,0, 'An Giang', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18856,8A32A2ECXPvAibaEXe+aquNtcMIbvy3LCllonwh5,2001,1, 'Thành ph? H? Chí Minh', KHCL2019.3, KHMT, CLC,14, D480101,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18857,ACE13B33XPvAibaEXe+aquNtcMIbv7qfgO8jdNLN,2001,1, 'Ngh? An', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Ngh? An', huy?n Ngh?a ?àn, t?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18858,0B42CB86XPvAibaEXe+aquNtcMIbv99lkiYwFMH9,2001,1, 'Gia Lai', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18859,F9C7DB2AXPvAibaEXe9Zp44TyFcBSCnbRA+2WJgV,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18860,F6492EF0XPvAibaEXe9Zp44TyFcBSCUKBXJCjJvO,2001,1, '??k L?k', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
